Review,date,Author,Location
The No 1 Tourist attraction here in Kandy and part of the World Heritage site. Certainly not to be missed and probably the main reason for most visitors. We were with a large tour group so everything was sorted for us. A very enjoyable visit to a seriously impressive site.,2019/03/18,jandlUk,"Chesterfield, United Kingdom"
"A clean, smallish beach, some good snorkeling spots, better further along than the main beach. Don't be tempted to touch or feed the turtles, they are wild animals and should be observed with awe and respect, rather than encouraged to feed close to the shore or used for shameless to Instagram self-promotion.",2019/03/17,N973GPlisah,"Plymouth, United Kingdom"
"Quite a challenging climb to reach the summit, but well worth it to see the Kings Palace ruins. En route you take in the frescoes and the Mirror Wall. We were here as part of a group tour with limited time, but you could easily spend most of a day here, depending on your individual interests. Watch out for the naughty monkeys!",2019/03/17,jandlUk,"Chesterfield, United Kingdom"
"Unfortunately overcrowded, and takes HOURS to reach the top in the heat. Cave drawings disappointing, better reproduction at the museum where you can also take photos.",2019/03/17,MOI J,"Paris, France"
"The view of the rock fortress is incredible to see even from ground level. The climb to the top is steep, mostly stepped and can be a little daunting if you are not keen on heights. It does get very crowded and very hot, so ideally you should get here early. There are lots of monkeys as well and of course dogs. The ruins and view from the top is incredible and well worth the climb. We had a local guide which helped as he explained lots of interesting points about how the palace was built.",2019/03/17,KatTovey,"Birmingham, United Kingdom"
"This attraction is ust to make easy money : go to the pidurangala rock, just opposite to this one : it's much much cheaper (if my memory is good, you will pay 5.500 rps for the Lion's Rock and only 500 Rps for he Pidurangala Rock) and you have an even more beautiful view !",2019/03/17,Kevin R,"Herault, France"
"Like most touristspots, this one is also too expensive Rs5430. We were unlucky that it was weekend. It was crowded even when we tried to be early as possible at the Lion’s Rock. It took us an hour to climb it. Because it was crowded you went little by little and you were never out of breath for the climb. Almost at the top there was some murals. Very nice paintings.Almost at the top you reached the two giant lion’s paws. From here you entered the last part of the climb. On the top are the ruins of the palace. With a little imagination you can see where and how the buildings were made. You have a great view of the surrounding area. Down goes much quicker and easier. I love the cobra hood cave. It is worth visiting but the price has to come down for tourists. Try to avoid weekends!",2019/03/17,Ativoo,"Dubai, United Arab Emirates"
"Nuwara Eliya is cool holday resort similar 
to England.  
Comfortable rooms.
24 hours Hot water. 
Nice sitting area.
Friendly staff.",2019/03/17,300zahir,"Nuwara Eliya, Sri Lanka"
This is a wonderful wildlife park. Our guide provided by Asda tours ensured we saw every kind of animal there is to see including the elusive leopard and sloth bear. He was knowledgeable and knew the right places to be at the right times. He explained habitat and feeding patterns and knew every bird along the way. Excellent guide and fantastic tour,2019/03/17,SarnieR,
"Yala National Park is the most popular park for a reason - there’s lots of wildlife! It’s brilliant. Don’t be put off by the tales of 100s of jeeps rushing to the same spots. While it’s true, it only lasts for the first hour or so, and then jeeps spread out and do their own thing. They do share sighting locations which is only fair. I recommend the full day because you can see any animal at any time e.g. we saw four leopards over the whole day. We booked through our resort The Yala Adventure they were reasonably priced and provided very knowledgable guides, a bird spotters guide and cared about the environment. I think anyone can book through them - it’s worth checking they respond to emails etc very quickly.",2019/03/17,English_Ali,"London, United Kingdom"
Our accommodation was within the fort walls so exploring the fort was a lot easier as we could pop back to our room for cold drinks etc.When walking along the wall bordering the sea you can see because of the height why the Tsunami in 2004 didn’t do much damage to the fort area. The streets are of course full of restaurants and shops for tourists but you are not put under too much pressure which is refreshing.We spent the best part of a day just wandering around and enjoying the piece of history.Well worth the visit.,2019/03/17,307cliver,"Royal Tunbridge Wells, United Kingdom"
"Don't go to the Lion's Rock (where they just want to take your money) : this is too expansive, and for much much cheaper (500 rps if my memory is good against more than 5500 for the Lion's Rock) you have the same view at...More",2019/03/17,Kevin R,"Herault, France"
"The short hike up was easy enough that our 3 year old was able to do the whole thing herself. We made it up in about 45mins and had an amazing view! You can continue on to a farther section that gets steep and difficult, so we had to put her in the baby holder, but it was short enough we could do it with her.",2019/03/17,CourtMD,"Paris, France"
One of the best place in Sri Lanka. Should try in the morning so that you will be able to feel the nature with a clear view. Best place to inhale purest air ❤️,2019/03/17,Rinozee K,"Diyatalawa, Sri Lanka"
"It is a little exhausting to go to the top, but the path itself is very easy. And sou get rewarded with such a nice view! Also they were a lit of cute puppies. We really had a good time and can totally recommend this place!",2019/03/17,mankara91,"Cologne, Germany"
This is probably one of the easier climbs to get an absolute amazing view of Ella rock. There are stairs up little Adam's peak so take your time to take a slow climb up. You won't regret it!,2019/03/17,mossil58,"Singapore, Singapore"
